source_decade,gisjoin_source,county_fips_source,weight_type,weight_sum,n_parts,n_missing_parts,available,zero_or_undefined_support
1970,G0200100,02010,m6_weight,NA,3,3,FALSE,TRUE
1970,G0200200,02020,m2_weight,NA,1,1,FALSE,TRUE
1970,G0200200,02020,m4_weight,NA,1,1,FALSE,TRUE
1970,G0200200,02020,m5_weight,NA,1,1,FALSE,TRUE
1970,G0200200,02020,m6_weight,NA,1,1,FALSE,TRUE
1970,G0200300,02030,m2_weight,NA,1,1,FALSE,TRUE
1970,G0200300,02030,m4_weight,NA,1,1,FALSE,TRUE
1970,G0200300,02030,m5_weight,NA,1,1,FALSE,TRUE
1970,G0200300,02030,m6_weight,NA,1,1,FALSE,TRUE
1970,G0200400,02040,m2_weight,NA,3,3,FALSE,TRUE
1970,G0200400,02040,m4_weight,NA,3,3,FALSE,TRUE
1970,G0200400,02040,m5_weight,NA,3,3,FALSE,TRUE
1970,G0200400,02040,m6_weight,NA,3,3,FALSE,TRUE
1970,G0200500,02050,m2_weight,NA,2,2,FALSE,TRUE
1970,G0200500,02050,m4_weight,NA,2,2,FALSE,TRUE
1970,G0200500,02050,m5_weight,NA,2,2,FALSE,TRUE
1970,G0200500,02050,m6_weight,NA,2,2,FALSE,TRUE
1970,G0200600,02060,m2_weight,NA,1,1,FALSE,TRUE
1970,G0200600,02060,m4_weight,NA,1,1,FALSE,TRUE
1970,G0200600,02060,m5_weight,NA,1,1,FALSE,TRUE
1970,G0200600,02060,m6_weight,NA,1,1,FALSE,TRUE
1970,G0200620,02062,m2_weight,NA,4,4,FALSE,TRUE
1970,G0200620,02062,m4_weight,NA,4,4,FALSE,TRUE
1970,G0200620,02062,m5_weight,NA,4,4,FALSE,TRUE
1970,G0200620,02062,m6_weight,NA,4,4,FALSE,TRUE
1970,G0200800,02080,m2_weight,NA,1,1,FALSE,TRUE
1970,G0200800,02080,m4_weight,NA,1,1,FALSE,TRUE
1970,G0200800,02080,m5_weight,NA,1,1,FALSE,TRUE
1970,G0200800,02080,m6_weight,NA,1,1,FALSE,TRUE
1970,G0200900,02090,m2_weight,NA,1,1,FALSE,TRUE
1970,G0200900,02090,m4_weight,NA,1,1,FALSE,TRUE
1970,G0200900,02090,m5_weight,NA,1,1,FALSE,TRUE
1970,G0200900,02090,m6_weight,NA,1,1,FALSE,TRUE
1970,G0201000,02100,m2_weight,NA,2,2,FALSE,TRUE
1970,G0201000,02100,m4_weight,NA,2,2,FALSE,TRUE
1970,G0201000,02100,m5_weight,NA,2,2,FALSE,TRUE
1970,G0201000,02100,m6_weight,NA,2,2,FALSE,TRUE
1970,G0201100,02110,m2_weight,NA,2,2,FALSE,TRUE
1970,G0201100,02110,m4_weight,NA,2,2,FALSE,TRUE
1970,G0201100,02110,m5_weight,NA,2,2,FALSE,TRUE
1970,G0201100,02110,m6_weight,NA,2,2,FALSE,TRUE
1970,G0201200,02120,m2_weight,NA,1,1,FALSE,TRUE
1970,G0201200,02120,m4_weight,NA,1,1,FALSE,TRUE
1970,G0201200,02120,m5_weight,NA,1,1,FALSE,TRUE
1970,G0201200,02120,m6_weight,NA,1,1,FALSE,TRUE
1970,G0201300,02130,m2_weight,NA,1,1,FALSE,TRUE
1970,G0201300,02130,m4_weight,NA,1,1,FALSE,TRUE
1970,G0201300,02130,m5_weight,NA,1,1,FALSE,TRUE
1970,G0201300,02130,m6_weight,NA,1,1,FALSE,TRUE
1970,G0201400,02140,m2_weight,NA,6,6,FALSE,TRUE
1970,G0201400,02140,m4_weight,NA,6,6,FALSE,TRUE
1970,G0201400,02140,m5_weight,NA,6,6,FALSE,TRUE
1970,G0201400,02140,m6_weight,NA,6,6,FALSE,TRUE
1970,G0201500,02150,m2_weight,NA,1,1,FALSE,TRUE
1970,G0201500,02150,m4_weight,NA,1,1,FALSE,TRUE
1970,G0201500,02150,m5_weight,NA,1,1,FALSE,TRUE
1970,G0201500,02150,m6_weight,NA,1,1,FALSE,TRUE
1970,G0201600,02160,m2_weight,NA,8,8,FALSE,TRUE
1970,G0201600,02160,m4_weight,NA,8,8,FALSE,TRUE
1970,G0201600,02160,m5_weight,NA,8,8,FALSE,TRUE
1970,G0201600,02160,m6_weight,NA,8,8,FALSE,TRUE
1970,G0201700,02170,m2_weight,NA,4,4,FALSE,TRUE
1970,G0201700,02170,m4_weight,NA,4,4,FALSE,TRUE
1970,G0201700,02170,m5_weight,NA,4,4,FALSE,TRUE
1970,G0201700,02170,m6_weight,NA,4,4,FALSE,TRUE
1970,G0201800,02180,m2_weight,NA,4,4,FALSE,TRUE
1970,G0201800,02180,m4_weight,NA,4,4,FALSE,TRUE
1970,G0201800,02180,m5_weight,NA,4,4,FALSE,TRUE
1970,G0201800,02180,m6_weight,NA,4,4,FALSE,TRUE
1970,G0201900,02190,m2_weight,NA,1,1,FALSE,TRUE
1970,G0201900,02190,m4_weight,NA,1,1,FALSE,TRUE
1970,G0201900,02190,m5_weight,NA,1,1,FALSE,TRUE
1970,G0201900,02190,m6_weight,NA,1,1,FALSE,TRUE
1970,G0202000,02200,m2_weight,NA,1,1,FALSE,TRUE
1970,G0202000,02200,m4_weight,NA,1,1,FALSE,TRUE
1970,G0202000,02200,m5_weight,NA,1,1,FALSE,TRUE
1970,G0202000,02200,m6_weight,NA,1,1,FALSE,TRUE
1970,G0202100,02210,m2_weight,NA,1,1,FALSE,TRUE
1970,G0202100,02210,m4_weight,NA,1,1,FALSE,TRUE
1970,G0202100,02210,m5_weight,NA,1,1,FALSE,TRUE
1970,G0202100,02210,m6_weight,NA,1,1,FALSE,TRUE
1970,G0202200,02220,m2_weight,NA,2,2,FALSE,TRUE
1970,G0202200,02220,m4_weight,NA,2,2,FALSE,TRUE
1970,G0202200,02220,m5_weight,NA,2,2,FALSE,TRUE
1970,G0202200,02220,m6_weight,NA,2,2,FALSE,TRUE
1970,G0202300,02230,m2_weight,NA,2,2,FALSE,TRUE
1970,G0202300,02230,m4_weight,NA,2,2,FALSE,TRUE
1970,G0202300,02230,m5_weight,NA,2,2,FALSE,TRUE
1970,G0202300,02230,m6_weight,NA,2,2,FALSE,TRUE
1970,G0202400,02240,m2_weight,NA,2,2,FALSE,TRUE
1970,G0202400,02240,m4_weight,NA,2,2,FALSE,TRUE
1970,G0202400,02240,m5_weight,NA,2,2,FALSE,TRUE
1970,G0202400,02240,m6_weight,NA,2,2,FALSE,TRUE
1970,G0202500,02250,m2_weight,NA,3,3,FALSE,TRUE
1970,G0202500,02250,m4_weight,NA,3,3,FALSE,TRUE
1970,G0202500,02250,m5_weight,NA,3,3,FALSE,TRUE
1970,G0202500,02250,m6_weight,NA,3,3,FALSE,TRUE
1970,G0202600,02260,m2_weight,NA,5,5,FALSE,TRUE
1970,G0202600,02260,m4_weight,NA,5,5,FALSE,TRUE
1970,G0202600,02260,m5_weight,NA,5,5,FALSE,TRUE
1970,G0202600,02260,m6_weight,NA,5,5,FALSE,TRUE
1970,G0202700,02270,m2_weight,NA,3,3,FALSE,TRUE
1970,G0202700,02270,m4_weight,NA,3,3,FALSE,TRUE
1970,G0202700,02270,m5_weight,NA,3,3,FALSE,TRUE
1970,G0202700,02270,m6_weight,NA,3,3,FALSE,TRUE
1970,G0202800,02280,m2_weight,NA,2,2,FALSE,TRUE
1970,G0202800,02280,m4_weight,NA,2,2,FALSE,TRUE
1970,G0202800,02280,m5_weight,NA,2,2,FALSE,TRUE
1970,G0202800,02280,m6_weight,NA,2,2,FALSE,TRUE
1970,G0202900,02290,m2_weight,NA,3,3,FALSE,TRUE
1970,G0202900,02290,m4_weight,NA,3,3,FALSE,TRUE
1970,G0202900,02290,m5_weight,NA,3,3,FALSE,TRUE
1970,G0202900,02290,m6_weight,NA,3,3,FALSE,TRUE
1970,G0400010,04001,m2_weight,1,3,0,TRUE,FALSE
1970,G0400010,04001,m4_weight,1,3,0,TRUE,FALSE
1970,G0400010,04001,m5_weight,1,3,0,TRUE,FALSE
1970,G0400010,04001,m6_weight,1,3,0,TRUE,FALSE
1970,G0400030,04003,m2_weight,1,1,0,TRUE,FALSE
1970,G0400030,04003,m4_weight,1,1,0,TRUE,FALSE
1970,G0400030,04003,m5_weight,1,1,0,TRUE,FALSE
1970,G0400030,04003,m6_weight,1,1,0,TRUE,FALSE
1970,G0400050,04005,m2_weight,1,5,0,TRUE,FALSE
1970,G0400050,04005,m4_weight,1,5,0,TRUE,FALSE
1970,G0400050,04005,m5_weight,1,5,0,TRUE,FALSE
1970,G0400050,04005,m6_weight,1,5,0,TRUE,FALSE
1970,G0400070,04007,m2_weight,1,5,0,TRUE,FALSE
1970,G0400070,04007,m4_weight,1,5,0,TRUE,FALSE
1970,G0400070,04007,m5_weight,1,5,0,TRUE,FALSE
1970,G0400070,04007,m6_weight,1,5,0,TRUE,FALSE
1970,G0400090,04009,m2_weight,1,3,0,TRUE,FALSE
1970,G0400090,04009,m4_weight,1,3,0,TRUE,FALSE
1970,G0400090,04009,m5_weight,1,3,0,TRUE,FALSE
1970,G0400090,04009,m6_weight,1,3,0,TRUE,FALSE
1970,G0400110,04011,m2_weight,1,1,0,TRUE,FALSE
1970,G0400110,04011,m4_weight,1,1,0,TRUE,FALSE
1970,G0400110,04011,m5_weight,1,1,0,TRUE,FALSE
1970,G0400110,04011,m6_weight,1,1,0,TRUE,FALSE
1970,G0400130,04013,m2_weight,1,3,0,TRUE,FALSE
1970,G0400130,04013,m4_weight,1,3,0,TRUE,FALSE
1970,G0400130,04013,m5_weight,1,3,0,TRUE,FALSE
1970,G0400130,04013,m6_weight,1,3,0,TRUE,FALSE
1970,G0400150,04015,m2_weight,1,3,0,TRUE,FALSE
1970,G0400150,04015,m4_weight,1,3,0,TRUE,FALSE
1970,G0400150,04015,m5_weight,1,3,0,TRUE,FALSE
1970,G0400150,04015,m6_weight,1,3,0,TRUE,FALSE
1970,G0400170,04017,m2_weight,1,5,0,TRUE,FALSE
