sample,spec,interacted_control,n_nonmissing,variance,min,max,share_zero
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_shind_manuf_cbp_1972,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_shind_manuf_cbp_1976,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_shind_manuf_cbp_1980,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_shind_manuf_cbp_1984,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_shind_manuf_cbp_1992,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_shind_manuf_cbp_1996,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_shind_manuf_cbp_2000,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_shind_manuf_cbp_2004,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_shind_manuf_cbp_2008,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_shind_manuf_cbp_2012,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_shind_manuf_cbp_2016,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_shind_manuf_cbp_2020,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popedu_c_1972,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popedu_c_1976,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popedu_c_1980,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popedu_c_1984,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popedu_c_1992,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popedu_c_1996,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popedu_c_2000,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popedu_c_2004,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popedu_c_2008,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popedu_c_2012,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popedu_c_2016,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popedu_c_2020,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popfborn_1972,9386,0.07682472029834844,-0.7099075843494386,7.251376008007675,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popfborn_1976,9386,0.07682472029834844,-0.7099075843494386,7.251376008007675,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popfborn_1980,9386,0.07682472029834844,-0.7099075843494386,7.251376008007675,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popfborn_1984,9386,0.07682472029834844,-0.7099075843494386,7.251376008007675,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popfborn_1992,9386,0.07682472029834844,-0.7099075843494386,7.251376008007675,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popfborn_1996,9386,0.07682472029834844,-0.7099075843494386,7.251376008007675,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popfborn_2000,9386,0.07682472029834844,-0.7099075843494386,7.251376008007675,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popfborn_2004,9386,0.07682472029834844,-0.7099075843494386,7.251376008007675,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popfborn_2008,9386,0.07682472029834844,-0.7099075843494386,7.251376008007675,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popfborn_2012,9386,0.07682472029834844,-0.7099075843494386,7.251376008007675,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popfborn_2016,9386,0.07682472029834844,-0.7099075843494386,7.251376008007675,0.9230769230769231
main_1972_start,interacted_core_controls_diagnostic,ctrl_z_l_sh_popfborn_2020,9386,0.07682472029834844,-0.7099075843494386,7.251376008007675,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_shind_manuf_cbp_1972,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_shind_manuf_cbp_1976,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_shind_manuf_cbp_1980,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_shind_manuf_cbp_1984,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_shind_manuf_cbp_1992,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_shind_manuf_cbp_1996,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_shind_manuf_cbp_2000,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_shind_manuf_cbp_2004,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_shind_manuf_cbp_2008,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_shind_manuf_cbp_2012,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_shind_manuf_cbp_2016,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_shind_manuf_cbp_2020,9386,0.07682472029834847,-1.668771228596791,3.0890282285577375,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_sh_popedu_c_1972,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_sh_popedu_c_1976,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
main_1972_start,interacted_controls_full_panel,ctrl_z_l_sh_popedu_c_1980,9386,0.07682472029834848,-2.59521823649611,3.2022838315693645,0.9230769230769231
